text,speaker_type,section,j1_qwen3,j2_gemma3,j3_cogito,j4_qwen314b,j5_gemma12b,prelim_mv,human_label
Our U.S. government business continues to achieve impressive growth as we deliver towards the vital missions of the agencies we support.,executive,prepared,0,0,1,1,1,1,
And we are generalizing AI FDE's capabilities to do this for a broader and broader set of problems at our customers.,executive,prepared,1,0,1,1,1,1,
But I'm actually more excited about the building momentum we're seeing across our entire platform.,executive,prepared,1,0,1,1,1,1,
"As we are building the new Intel, you can expect us to stay humble, drive the necessary changes to delight our customers.",ir,prepared,0,0,1,1,0,0,
"And for my follow-up, Lisa, back to the question on the PC market.",analyst,qa,0,0,1,0,0,0,
Active discussions are increasing as supportive capital markets create confidence as people think about larger strategic transactions.,ir,qa,0,0,1,1,1,1,
"As a separate company, FedEx will strengthen its leading value proposition with an emphasis on delivering outstanding service, continuing to provide a differentiated offering in premium segments and remaining focused on higher-yielding service and building on our technology ecosystem to create smarter supply chains for all.",ir,prepared,0,1,1,1,0,1,
"And that M Day was yesterday, the time to mobilize comp.",executive,prepared,0,0,1,1,1,1,
"And as you think about what we had to catch up, we had no EUV capacity.",executive,qa,1,0,1,1,1,1,
"If anything, this has been one of our great features, which I think, in many cases, has been totally underappreciated, how deeply engaged we are and how deeply local we are within so many countries.",executive,qa,0,0,1,1,0,0,
And I'd like to highlight a few noteworthy items that have changed compared to the same quarter a year ago.,executive,prepared,0,0,1,1,0,0,
"If you could tease that apart a little bit, and your views on the health of the contact lens market would be really welcome.",analyst,qa,1,0,1,1,0,1,
"And I would just like to just say that -- and I said in my prepared remarks, we do these things pretty boldly.",executive,qa,0,0,1,0,0,0,
And we think there's an opportunity to reimagine this.,executive,prepared,1,0,1,1,1,1,
But that's kind of currently what we see.,executive,qa,0,0,1,0,0,0,
"Executives - Executive Vice Chairman and Senior Executive Advisor to Chair & CEO
And just in terms of the impact and the timing that Jane referenced, just keep in mind that the financial impact of exiting Banamex comes in two forms.",ir,qa,1,0,1,1,1,1,
"We are not just a pharma company or a med-tech company, we are a health care company and our strategies are disease-centric focused on end-to-end solutions.",executive,prepared,1,0,1,1,1,1,
There's just too many moving parts there.,executive,qa,0,0,1,0,1,0,
"You could think about, okay, what if I'm building enterprise software for many customers?",executive,prepared,0,0,1,1,1,1,
"We continue to move forward with confidence and believe we have the right culture, team, discipline and sense of urgency to complete the work that's required.",ir,prepared,0,0,1,1,0,0,
"Our markets business is a very, very large, very diverse, very significant business that operates globally that touches all aspects and all asset classes across markets.",executive,qa,1,0,1,1,0,1,
The final action we prioritize is building back and earning the trust of our key wholesale partners.,executive,prepared,1,0,1,1,1,1,
I guess what's holding them back at this point?,analyst,qa,0,0,1,0,0,0,
"Our acquired firms are becoming a part of the fabric of BlackRock, and I'm proud of the successes we see in just these early days.",executive,prepared,0,0,1,1,0,0,
So what we saw -- if you sort of -- and we would -- we show the number every quarter.,executive,qa,0,0,0,0,1,0,
And I guess I'm not seeing the disconnect that you're asking about.,executive,qa,0,0,1,0,0,0,
"So it makes it a lot easier for them if we could put up a strong quarter because it makes the call just a lot easier, it makes the Q&A a lot easier.",executive,prepared,0,0,1,1,0,0,
"And I think you mentioned that even beyond 2026, you see that.",analyst,qa,0,0,1,1,1,1,
Turning to our broader Data Center portfolio.,ir,prepared,0,0,1,1,0,0,
"Performance matters, client experience matters.",executive,qa,0,0,1,0,0,0,
Is that something that would help clients?,analyst,qa,0,0,1,1,1,1,
There are some segments that are stronger.,executive,qa,1,0,1,1,1,1,
So is that to some degree is consistent with the growth in the balance sheet.,analyst,qa,0,0,1,1,1,1,
"And so for all of those reasons, we're pleased with where the performance of the business is right now.",executive,qa,0,0,1,1,0,0,
"It's volatile, there's risk taking involved.",executive,qa,1,0,1,1,1,1,
We're positioned to be a preferred capital partner with insurers while maintaining our balance sheet light approach.,executive,prepared,1,0,1,1,1,1,
"But overall standpoint, it performed right where we would expect.",executive,qa,1,0,1,0,0,0,
"Before we move into 2026 guidance, let's address cash and capital allocation.",ir,prepared,0,0,1,1,1,1,
Or will it still be pretty scale-out heavy?,analyst,qa,1,0,1,1,1,1,
"I mean that space is always very competitive, I would say, has been throughout this entire cycle.",executive,qa,0,0,1,1,0,0,
"In some areas, we might have some disagreements at the margin.",executive,qa,1,1,1,0,1,1,
Our firm is what it is today because we've taken a long-term view on what market forces will drive outsized growth for our clients and for our firm.,executive,prepared,0,0,1,1,0,0,
We have received the final numbers from the government.,executive,qa,1,0,1,1,1,1,
"Hock, it seems like, obviously, the VMware business had a great fiscal third quarter.",analyst,qa,1,0,1,1,1,1,
"You've already touched on it, that structural -- there are structural differences in the marketplace.",executive,qa,0,0,1,1,0,0,
We are proud that we support the U.S. We are proud that we support the U.S. military.,executive,prepared,0,0,0,1,0,0,
"The other thing I would say is, I know you guys do a great job, but I think analysts were maybe a little bit optimistic with respect to their outlook for gross profit.",executive,qa,1,0,1,1,1,1,
Moving on to Q1 outlook for infrastructure software.,ir,prepared,0,1,1,1,1,1,
"So we're going to continue looking for constructive ways to deploy while making sure that we don't do anything stupid, frankly.",executive,qa,0,0,1,1,1,1,
We're also making ourselves more efficient.,executive,qa,1,0,1,1,1,1,
"Executives - CEO & Chair of the Board
And all of this drives productivity and other benefits for our shareholders as well as making sure that we're strengthening Citi from the regulatory perspective.",ir,qa,0,0,1,1,1,1,
"Once we get there, it's a good time to revisit where we go.",executive,qa,0,0,1,0,0,0,
We have continued to innovate to improve the client experience and our efficiency.,ir,prepared,0,0,1,1,0,0,
"We are intentionally organizing to bring clients under one unified firm, not a collection of enterprises, and we have aligned our cultures and aligned each and everybody's interest.",executive,prepared,1,0,1,1,1,1,
"And in order for us to ensure we're delivering greater returns in '27, '28, et cetera, we have to continue to invest in the franchise.",ir,qa,1,0,1,1,1,1,
"We will win, and we will do it as a team.",executive,prepared,0,0,1,0,0,0,
"We're also proud to have joined the S&P 500 last quarter, underscoring our sustained profitability and growth.",executive,prepared,0,0,1,1,1,1,
"I mean I was going to pivot to the broader question, I guess, what you talked about in terms of opportunity.",executive,qa,0,0,1,0,0,0,
So that's the level of -- a lot of that optimization we do for each of them.,executive,qa,0,0,1,0,0,0,
"So from a domestic perspective, we're not -- and I'm speaking specifically to parcel.",executive,qa,0,0,1,1,1,1,
We intend to fully mitigate the impact of these headwinds over time as we implement and annualize the actions I've outlined.,executive,prepared,1,0,1,1,1,1,
So we want our customers to pay on time.,ir,qa,1,0,1,0,1,1,
"And so hopefully, that helps you connect the dots a little bit between the second quarter and the guidance for Q3.",executive,qa,0,0,1,1,1,1,
And all of it runs our entire software stack.,executive,qa,1,0,1,1,1,1,
And the benefits that we get from the overall cash flows and managing the balance sheet of the company as we go forward are highly beneficial as well.,executive,qa,0,0,1,1,0,0,
"And then maybe a follow-up on the markets business because, obviously, you're building those out.",analyst,qa,0,0,1,1,1,1,
It's -- our software is effective because our architecture is so good.,executive,qa,1,0,1,1,1,1,
"And so I think that opportunity is something over the course -- this is not a quarter-to-quarter thing, this is over the next 5 to 10 years.",executive,qa,1,0,1,1,1,1,
"Executives - CEO & Chairman
And the only thing I would add maybe a couple of things would be, first of all, we thought it would just be helpful to just kind of put a marker out there of where we wanted to get to.",executive,qa,1,0,0,0,0,0,
"As Elliott outlined, we are seeing real progress across the business.",executive,prepared,1,0,1,1,1,1,
And then the question that Shyam's is answering is also but why is it hard to build it.,executive,prepared,0,0,1,1,1,1,
"But as we progress through the year, we think things will get better and better.",executive,qa,0,0,1,1,0,0,
Is there any reason why those shouldn't get back to prior levels once recovery happens?,analyst,qa,1,0,1,1,1,1,
"And as a follow-up, obviously, a strong quarter on fundraising for the alts again.",analyst,qa,1,0,1,1,1,1,
"And I think with that kind of mix, I think our shareholders do really well, investing in Fastenal over time because we have our head in the right place.",executive,qa,0,0,1,1,1,1,
"And I can say now being sort of more than halfway through the year, we've seen great progress across the board.",executive,qa,1,0,1,1,1,1,
"I think it's fairly remarkable when you think about the public markets, you think about this symbiotic relationship that risk models and indexes and data have done to create public market indexing, benchmarking, asset allocation.",executive,qa,0,0,1,1,0,0,
"We're, what, 9 months or so into this new administration with the new regulators.",analyst,qa,0,0,1,1,0,0,
"And then I think on the older inventory and older stock, I think things have stabilized there and we continue to work through that portfolio.",executive,qa,1,0,1,1,1,1,
"First and foremost, Maven has powered responses to real-world events across the globe.",executive,prepared,1,0,1,1,1,1,
Performance in currencies and commodities was relatively stronger.,executive,qa,1,0,1,1,1,1,
Let me see if I can start with remembering where we were with the current fiscal year that we're in.,executive,qa,0,0,1,0,0,0,
That's largely related to the card portfolios that we have.,ir,qa,1,0,1,1,1,1,
"Otherwise, they are flying blind if they don't have a mapping system.",executive,qa,1,0,1,1,1,1,
And so we're working appropriately with the government and in line with the process to start going back and forth around what the ultimate price will be.,executive,qa,0,0,1,1,1,1,
We believe it's an important component of the Fed's mandate to really ensure the safety and soundness of the banking system.,executive,qa,0,0,1,1,0,0,
"And I think if you think about that going forward, that makes a lot of sense.",executive,qa,0,0,1,0,0,0,
How large are you okay with it becoming?,analyst,qa,0,0,1,1,1,1,
"Now turning to the left side of the slide, where we show our financial results for the full FERC.",ir,prepared,0,0,1,1,0,0,
You're bringing up your Singapore facility.,analyst,qa,0,0,1,1,1,1,
"I will say the corporate world, and I highlighted this before, is incredibly engaged right now because they don't operate in the short-term noise, they operate over the long term.",executive,qa,0,0,1,1,1,1,
And so feel -- how that evolves will be an important factor.,ir,qa,0,0,1,0,0,0,
Their CEO approached me to embrace a shared vision for an enterprise-wide AIP deployment to transform their entire organization.,executive,prepared,1,0,1,1,1,1,
I'm not sure they really break out between what's AI and what's non-AI out there.,executive,qa,1,0,1,1,1,1,
We measure -- we are successful in the buckets that we're successful in because we bring something special to that type of customer.,executive,qa,0,0,1,1,0,0,
Let me -- here's -- we're absolutely gaining confidence in the product pipeline.,executive,qa,1,0,1,1,1,1,
"So again, we don't have -- we're not talking about issues as it relates to client information, client data, client reporting.",ir,qa,0,0,0,1,0,0,
"With every new platform shift, a wave of start-ups is created.",ir,prepared,1,0,1,0,0,0,
But the balance sheet has sort of naturally gotten less sensitive over the last number of quarters.,executive,qa,1,0,1,1,1,1,
"And then specifically, I guess why is Platform Solutions still around?",analyst,qa,0,0,1,1,1,1,
"Additionally, we have the Blackwell on top of that, and the Blackwell starting of ramping in Q4.",executive,qa,1,0,1,1,1,1,
"And in fact, I had a conversation with a few of our directors yesterday on just this fact.",executive,qa,0,0,1,0,0,0,
"Angela, who is our GM in Greater China, is now part of my SLT, Senior Leadership Team, and I look forward to working with her and the rest of our team more closely.",executive,qa,0,0,1,1,0,0,
And so we don't want regulators to need to make unusual corrections amid crises.,executive,qa,0,0,1,1,1,1,
"Across our firm, we're delivering BlackRock to meet all our clients' individual needs.",executive,prepared,0,0,0,1,0,0,
And we should be down in '26 relative to '25.,executive,qa,1,0,1,1,1,1,
And so the actions that we've taken over the past year have enabled us the opportunity to make some bold swings in fiscal year '25.,executive,qa,1,0,1,1,1,1,
"Mike will talk more about our expectations for 2024, but I'd like to make a couple of points.",ir,prepared,0,0,1,1,0,0,
You've heard me talk a lot about Citi Token Services and a slew of other innovations.,ir,qa,0,0,1,1,1,1,
But Barry Sommers and team have been working really hard to sort of not only stem some of the attrition but also begin to really ramp up the recruiting again.,executive,qa,0,0,1,1,1,1,
And so that's what's driving our growth we've made the necessary adjustments to bring the best of what's worked in our proven formula so that we move forward.,executive,qa,1,0,1,1,1,1,
It's a great signal for our future success in other geographies.,executive,prepared,1,0,1,1,1,1,
I'm just giving a total number to give you a sense of how strong the business is as a whole for the company.,executive,qa,0,1,1,1,1,1,
We invest first and whatever falls out is the shareholder return.,executive,qa,1,0,1,1,1,1,
"So I'll be honest, I don't know -- I know as little as probably -- you probably know more than I do maybe, in which case then I know very little about this whole thing about whether there's any export control, how the export control will take place.",executive,qa,1,0,1,0,0,0,
"Is that -- I assume it's, in some cases, the same GPUs are used for training and inference.",analyst,qa,1,0,1,1,1,1,
"We had tools in the line that were older tools, and we took the opportunity.",executive,qa,0,0,1,1,1,1,
But I'd say a couple of dynamics we've definitely seen in the platform.,executive,qa,0,0,1,1,1,1,
"Our team executed exceptionally well this peak season, delivering for our customers and positioning us for a very strong finish to the fiscal year.",ir,prepared,1,0,1,1,1,1,
"And just in time for peak, we will launch our picture proof of delivery attempt, which will provide customers with a picture of a door tag in the event of a missed delivery.",ir,prepared,1,0,1,1,1,1,
We will remain relentlessly focused on execution.,ir,prepared,0,0,1,0,0,0,
We had some really good successes in running this quarter and then some basketball successes around Ja and LeBron.,executive,qa,0,0,1,1,1,1,
"I'll throw out a piece and then Jeff and Max, correct me on what I mess up on.",executive,qa,0,0,1,0,0,0,
"We heard it in our dialogue with them and we see it in our flows, and I know all of you as shareholders see it in our flows.",executive,prepared,0,0,1,1,1,1,
We're the only architecture in the world that can claim that.,executive,qa,1,0,1,1,1,1,
"And then finally, you can see kind of continued momentum on USPB.",ir,qa,1,0,1,1,1,1,
And our digital footprint continues to expand.,executive,prepared,0,0,1,1,0,0,
"And there's probably some Markets NII piece of it, too.",executive,qa,0,0,1,1,1,1,
"Joe Wolk, our CFO, will then close by sharing an overview of our cash position, capital allocation priorities and guidance for 2025; Jennifer Taubert, Executive Vice President, Worldwide Chairman, Innovative Medicine; and Tim Schmid, Executive Vice President, Worldwide Chairman, MedTech, will be joining us for Q&A.",executive,prepared,0,0,1,1,0,0,
We're very excited about that opportunity in India.,executive,qa,1,0,1,1,1,1,
And that's also pushing a trend that we have been seeing now over the past 12 months.,executive,qa,0,0,1,1,0,0,
I'm assuming that's to finance -- equity financing.,analyst,qa,1,0,1,1,1,1,
"We're not going to get too specific there, but we do expect that you would start to see a trough as we get to the end of the year and into 2025.",executive,qa,1,0,1,1,1,1,
"I'd imagine that there's some tailwind to the purple tails, but maybe there's continued PT pressure on some of the other colors.",analyst,qa,1,0,1,1,1,1,
"And then I know there's a focus on the top 150 clients, but just these kind of evolution in coverage and how that's resonating the opportunity to kind of employ that more broadly just across the franchise and just taking more client wallet more broadly?",analyst,qa,0,0,1,1,1,1,
And we're continuing to engage with clients on opportunities to integrate these capabilities to drive greater efficiency and growth for each and every one of our clients' portfolios.,executive,prepared,1,0,1,1,1,1,
And so you can't look at the fourth quarter year-over-year.,executive,qa,0,0,0,1,1,0,
"So I told them those 2 have got to walk together everywhere they go and make certain that we stay aligned, and I think they're doing a tremendous job of really making certain that we have an integrated approach to the overall marketplace.",executive,qa,0,0,1,1,1,1,
"So overall, a number of catalysts and tailwinds into our MedTech business into 2024.",executive,qa,1,0,1,1,1,1,
"As a demonstration of our appreciation from what we've accomplished, we gave a special award to all employees so they could own part of Wells Fargo and hopefully benefit from our future success.",ir,prepared,0,0,1,1,1,1,
"First, some thoughts on the P&L., and Holden touched on some of these, but I thought I'd present it maybe in the way we talked about it with our own team internally.",executive,prepared,0,0,1,1,1,1,
"And frankly, as Kirsten has mentioned 3 months ago and 6 months ago during the last 2 earnings call, the first choice typically of the other part of the free cash flow is to bring down our debt to a more -- to a level that we feel closer to no more than 2 ratio of debt to EBITDA.",executive,qa,1,0,1,1,1,1,
We do not expect any change to the Johnson & Johnson dividend and are mindful of any impact from stranded costs that are typically present in these types of transactions.,ir,prepared,1,0,1,1,1,1,
"So we see the range of options, and that's part of the expansion of the road map that we're planning.",executive,qa,0,0,1,1,1,1,
"We want to be doing more than what we promised to every turn, to every stakeholder, including investors, including customers, including suppliers, so what have you.",executive,qa,0,0,1,1,1,1,
"We look at our capital return very, very carefully, and we do believe that one of the most important things that we can do is really supporting the extreme ecosystem that's in front of us, that stems from everywhere from our suppliers and the work that we need to do to assure that we can have the supply that's needed and help them from a capacity all the way that we are in terms of the early developers of the AI solutions that will be on our platform.",executive,qa,1,0,1,1,1,1,
But there's been a lot of changes in the network.,analyst,qa,1,0,1,1,1,1,
It creates capacity for higher returns in 2026 and beyond.,ir,qa,1,0,1,1,1,1,
"First, One GS and One GS ethos, if you go back historically, we operated these businesses much more in silos with much less coordination across broad client experience and clients would come into the firm in different places and get different experiences.",executive,qa,0,0,1,1,0,0,
"And as part of that, if you can kind of comment between network and data center would be very helpful.",analyst,qa,1,0,1,1,0,1,
"He wants to see the whites of the eyes of the customer, that we can believe in that, that demand.",executive,qa,0,0,1,1,1,1,
"So we're kind of at a new, I'd say water level, if you will, that should be going forward but not hurting as we look out beyond the second half of 2024.",executive,qa,1,0,1,1,1,1,
But we have a zealous focus on finding opportunities to serve our clients.,executive,qa,0,0,1,1,0,0,
"We have a terrific team that, after every rollout, we take the learnings and apply it to the next one and the next one and so on, so we get better going forward.",executive,qa,0,0,1,1,0,0,
"And to the extent regulators want to add conservatism, they should make that explicit rather than embedding it in methodological choices.",executive,prepared,0,0,1,1,1,1,
We do our XPUs also focus on inference as a separate product line.,executive,qa,1,0,1,1,1,1,
Our architecture is much more accessible and a great target -- initial target for anybody who's starting up a new company.,executive,qa,1,0,1,1,1,1,
"And then as a follow-up, I'm kind of thinking about the China, the MI308 opportunity.",analyst,qa,0,0,1,1,1,1,
"We, the entire NIKE team, feels a sense of urgency here.",executive,prepared,1,0,1,1,0,1,
And you do -- you keep doubling down on things you know you are better than anybody else.,executive,qa,0,0,1,1,1,1,
"Tokenization can make that even better, faster, more efficient.",executive,qa,1,0,1,1,1,1,
"And that's been a good trade, I think, for us so far.",executive,qa,0,0,1,1,1,1,
Our defense users are amongst the most creative and self-sufficient developers.,executive,prepared,0,0,1,1,1,1,
We've worked closely with the CHIPS program office in the U.S. government.,executive,qa,0,0,0,1,1,0,
"Over the last 10 months, we established the foundation for new Intel, a more focus and execution-driven company.",ir,prepared,1,0,1,1,1,1,
And we'll invest what we need to do to make sure that we address these different concerns.,ir,qa,0,0,1,1,1,1,
"And so overall, I'm really pleased with the actions that the team are taking.",executive,qa,0,0,1,0,0,0,
"We remain cautiously optimistic about the pipeline, although many of the same headwinds are still in effect.",executive,prepared,1,0,1,1,1,1,
"The complexity of the products is very, very different, both because of the global nature, but also some of the things we do.",executive,qa,1,0,1,1,0,1,
"We think as we move closer to the launches, with the way the profiles are differentiating, there will be a unique and distinct position for icotrokinra and also a distinct and unique position for TREMFYA that will allow us to have both really continued significant growth on both assets, particularly given the high level of unmet need in the market.",executive,qa,1,0,1,1,1,1,
"We're seeing good momentum, and I'm very excited about the work we're doing, enhancing the controls, driving a lot of automation and AI is definitely starting to help us remediate it.",ir,qa,1,0,1,1,1,1,
"On the comments you made, David, on Goldman Sachs 3.0, which obviously is very positive.",analyst,qa,0,0,1,1,0,0,
"And we launched [ HLEND E ] in Europe, and we're bringing a new GIP core infrastructure fund to market in Europe as well, which we think will be a great jumping off point for private wealth.",executive,qa,1,0,1,1,1,1,
Do you expect scale up to kind of go the same route?,analyst,qa,1,0,1,1,1,1,
Our approach during the fourth quarter remained disciplined and responsive to the market.,executive,prepared,0,0,1,1,0,0,
So that's also been beneficial as corporates think about their financing needs.,ir,qa,0,1,1,1,1,1,
I'll start with a review of our financial results and then provide our outlook for the third quarter of fiscal 2025.,ir,prepared,1,1,1,1,0,1,
You're going to see more merchandising in our branches.,executive,qa,1,0,1,1,1,1,
"And none of us can predict kind of what's on the other side of that from an SCB point of view, but that will be an important factor as we get through the first half of the year and into the second half of the year in terms of kind of the level of buybacks that we will be taking on a quarter-by-quarter basis.",ir,qa,1,0,1,1,1,1,
"And kind of to wrap that all up, it would very much seem that you are going for those margins before sales.",analyst,qa,1,0,1,1,1,1,
"In closing, we delivered a strong quarter while successfully navigating a dynamic environment.",ir,prepared,0,0,1,1,0,0,
"I think this is a very positive sign, obviously, for us.",executive,qa,1,0,1,1,0,1,
We need factories to produce this intelligence.,executive,qa,1,0,1,1,1,1,
That should and we believe will lead to higher deposits.,executive,qa,1,0,1,1,1,1,
And so it's something that we're very strategically focused on continuing to provide to meet with clients' demand.,executive,qa,0,0,1,1,1,1,
"I hear and I agree, flawed regulatory system could be better.",analyst,qa,0,0,1,1,1,1,
"So whether it's labor or goods and services, not to get into tariffs or whatever, that's a factor that applies to our entire cost base.",executive,qa,1,0,1,1,1,1,
"And last, we have the ability to drive a lot of scale.",executive,qa,1,0,1,1,1,1,
And the whole business of outsourcing portfolios and general accounts to BlackRock.,executive,prepared,0,0,1,1,1,1,
"Now before turning to Q&A, I wanted to offer a higher level perspective on the quarter.",executive,prepared,0,0,1,1,0,0,
"And then in the wind column, since it's so nebulous is back office, where are you achieving?",analyst,qa,0,0,1,1,1,1,
"So to answer your question directly, breaking down 2026, I obviously don't want to kind of break our tradition of not guiding on fees/NIR, given how market dependent they are and volatile they are.",executive,qa,0,1,1,1,1,1,
"Totally get it, and it does feel like there's a bit of a shift at the margin to rev-led profitability growth, in my opinion, which is great, a lot of low-hanging fruit is already out on the expense side.",analyst,qa,1,0,1,1,1,1,
Now I'll share a specific outlook for the fourth quarter of fiscal '26.,executive,prepared,1,1,1,1,0,1,
"In order to build an asset allocation portfolio that can mix stocks, bonds, crypto, commodities and the like.",executive,qa,0,0,1,1,0,0,
But knowing mathematically how much it's going to help and realizing that in actual activity aren't always the same 2 things.,executive,qa,0,1,1,0,1,1,
And we need margin opportunities to generate a return or our CFO will give me the stink eye look.,executive,qa,1,0,1,1,1,1,
"And as we're adding good people, we're also -- not necessary -- we're also making sure that we've got the right people in the right seats.",executive,qa,0,0,1,0,0,0,
"And going to '08, it was media companies and newspapers, [indiscernible] things change.",executive,qa,0,0,1,1,1,1,
"This category includes distribution and servicing costs, direct fund expense and sub-advisory and other sales, asset and account-based expense.",executive,prepared,0,1,1,0,1,1,
And there's just a different formulation and mix of expenses required to ensure that most important goal of safety and soundness.,executive,qa,0,0,1,1,1,1,
"So thanks, Scott, and I'll start with regard to the $500 million.",executive,qa,1,0,1,1,1,1,
We obviously feel really good about the progress that we're making.,executive,qa,0,0,1,0,0,0,
Was the comment meant to absolutely all 3 of those line items?,analyst,qa,1,0,1,1,1,1,
Or how do you think about the rest of the year on the buybacks.,analyst,qa,1,0,1,1,1,1,
"This is directly attributable to the hard work and dedication of our 138,000 colleagues who focus daily on advancing our pipeline, increasing market share and progressing breakthrough treatments to patients that create long-term value for our shareholders.",executive,prepared,0,1,1,1,0,1,
It's just another example of the opportunity.,executive,qa,0,0,1,0,0,0,
So we're confident in our ability and are well positioned once the B2B business rebounds.,executive,qa,1,0,1,1,1,1,
And so you see -- there's lots of puts and takes.,executive,qa,0,0,0,0,1,0,
"I would say that we'll talk more about the overall road map beyond MI300 as we get into later this year, but you can be assured that we're working very closely with our customers to have a very competitive road map for both training and inference that will come out over the next couple of years.",executive,qa,0,1,1,1,1,1,
"While these actions were not entirely unexpected to us, it is no doubt disappointing for our investors and for our people.",ir,prepared,0,0,1,1,1,1,
"And then ultimately, we have seen this business grow.",executive,qa,1,0,1,1,1,1,
"Clearly, there's always been an 80-20 rule at Fastenal.",analyst,qa,0,0,1,1,1,1,
So just if you can give us an update on what you're thinking for this business?,analyst,qa,1,0,1,1,1,1,
"But the bar to do anything significant will be very, very high.",executive,qa,0,0,1,1,1,1,
"And then secondly, just do you expect markets NII to be a meaningful helper to that?",analyst,qa,1,0,1,1,1,1,
DeepSeek also underscores the strategic value of open source AI.,ir,prepared,1,0,1,1,1,1,
"And also when you look at top 3, there are also clients were we're third, where we absolutely should be first or second.",executive,qa,1,0,1,1,1,1,
I was just curious what was the decision-making process to do that?,analyst,qa,1,1,1,1,0,1,
"And once again, we have doubled down and really focusing on Vision as one of our 3 priority areas within MedTech.",executive,qa,1,0,1,1,1,1,
"We want to empower them, credential them, put them through the training and unleash them on the American economy.",executive,prepared,0,0,1,1,1,1,
"Lip-Bu, there's obviously a lot of excitement about your foundry business.",analyst,qa,1,0,1,1,0,1,
"But if you look at SLR, G-SIFI, CCAR, Basel III, FSRT, the overlap, the duplication, I actually believe that you can make the system simpler, cheaper, more effective, more transparent and safer.",executive,qa,1,0,1,1,1,1,
We were recently awarded GM Supplier of the Year Award for the 21st year in a row.,executive,prepared,1,0,1,1,1,1,
And we can share that understanding with our customers and where there is a commodity that's going up and it's linked to tariffs or it's linked to energy prices.,executive,qa,1,0,1,1,1,1,
"And then especially in Europe, I think you talked about this at Investor Day.",analyst,qa,0,0,0,1,0,0,
"Executives - Chairman & CEO
And the one thing I can assure you is the forward curve will not be the same forward curve in 6 months.",executive,qa,1,0,1,1,1,1,
This is driving accelerating momentum with a strong pipeline that has some of the best breadth of opportunities across all our client channels and regions that we've ever seen.,executive,prepared,1,0,1,1,1,1,
"But if you go to new manufacturers, the one that are powering the reindustrialization of the country, they all know this.",executive,prepared,0,0,1,1,1,1,
"We've maintained our league table ranking of #1 in announced and completed M&A, #1 in equity and equity-related underwriting, #2 in high-yield debt.",executive,prepared,0,1,1,1,1,1,
"We're excited about bringing new energy to basketball with Foot Locker and you remember the House of Hoops concept, coming forward now with this new Home Court concept.",executive,qa,0,0,1,1,0,0,
Is that the right kind of mix that you expect going forward?,analyst,qa,1,0,1,1,1,1,
The first one is a transition from general to accelerated computing.,executive,qa,0,0,1,1,1,1,
The tone of business activity from regional leadership is best characterized as steady at weak levels.,executive,prepared,1,0,1,1,1,1,
We remain focused on building resiliency and redundancy in our global supply chain.,ir,prepared,0,0,1,1,1,1,
Blackwell is the next-generation AI platform the world has been waiting for.,executive,qa,1,0,1,1,1,1,
"Essentially, if an area delayed or looking as it could be, will determine what additional resourcing, if any, is required to get back on track.",ir,qa,0,0,1,1,1,1,
"And we think there's lots of opportunity to improve our supply just on those 2 things that don't require CapEx, quite honestly.",executive,qa,1,0,1,1,1,1,
"I think as you get into '26, things start to go the other direction.",executive,qa,1,0,1,1,1,1,
Personal Banking for the fourth quarter and the full year.,ir,prepared,0,0,1,1,1,1,
They're coming to BlackRock for a partner in portfolio management and in technology across a full range of capital markets.,executive,prepared,0,0,1,1,1,1,
"But I do remind people, we've had a bull market for a long time.",executive,qa,0,0,1,1,0,0,
"We aspire to be the world's most exceptional financial institution, united by our shared value client service, partnership, integrity and excellence.",executive,prepared,0,0,1,0,0,0,
Just any thoughts on the pipeline and how you're looking in the near to intermediate term?,analyst,qa,1,1,1,1,0,1,
And maybe double-click on Jeremy's statement that the banking system should be a source of strength?,analyst,qa,0,0,1,1,1,1,
"I think in the past, you've talked about the business being accretive and improving further over time as you sort of work through the kinks, if you will.",analyst,qa,0,0,1,1,1,1,
"In that context, we remain upbeat about the strength of the franchise, but we are focused on being prepared for a wide range of scenarios.",executive,prepared,0,0,1,1,0,0,
"And then in terms of the Embedded business going to 2025, I would say that the trends that we see are similar to what I mentioned for the Q3, Q4 timing.",executive,qa,0,0,1,1,1,1,
And we all know about the commercial real estate office.,analyst,qa,0,0,0,1,1,0,
"This quarter, that included the England Women's National Team winning the European Championship, Sinner's Wimbledon title, Scottie's Open Championship title and Chelsea winning the Club World Cup.",executive,prepared,1,0,1,0,0,0,
We've got to see where this starts to go.,executive,qa,1,0,1,0,1,1,
"No, it was just the timing of when we chose to do it this time.",executive,qa,0,0,1,0,0,0,
Now turning to our outlook for fiscal year '25.,ir,prepared,1,0,1,1,0,1,
I don't know if that's a good starting point or just any way to frame losses from here?,analyst,qa,0,0,1,1,1,1,
We've implemented the same thing across the GBM public businesses of FICC and equities.,executive,qa,1,0,1,1,1,1,
"Aladdin is the operating system uniting all of BlackRock, and its fundamental and foundational to how we serve our clients across our platform.",executive,prepared,1,0,1,1,1,1,
We don't deal very much on AI with enterprise.,executive,qa,1,0,1,1,1,1,
"Colette, I was wondering if you can talk about the deployment of capital.",analyst,qa,1,0,1,1,1,1,
"And at the same time, we have the foresight to recognize when a stand-alone company could be better and could be in a better position to drive growth innovation and better margins.",executive,qa,0,0,1,1,1,1,
